item,sample,metadata_extract,linecut_qr
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x19.500_5.00s_65744_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65744.0},""time"":1.5084270582579827e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x2.000_5.00s_65548_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65548.0},""time"":1.5084270582625809e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x2.500_5.00s_65551_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65551.0},""time"":1.5084270582674477e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x20.000_5.00s_65747_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65747.0},""time"":1.5084270582724478e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x20.500_5.00s_65750_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65750.0},""time"":1.5084270582771676e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x21.000_5.00s_65756_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65756.0},""time"":1.508427058281723e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x21.500_5.00s_65759_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65759.0},""time"":1.5084270582862816e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x22.000_5.00s_65762_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65762.0},""time"":1.5084270582908359e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x22.500_5.00s_65765_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65765.0},""time"":1.5084270582953565e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x3.000_5.00s_65554_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65554.0},""time"":1.508427058299935e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x3.500_5.00s_65557_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65557.0},""time"":1.5084270583046606e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x4.000_5.00s_65560_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65560.0},""time"":1.5084270583091023e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x4.500_5.00s_65566_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65566.0},""time"":1.5084270583137498e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x5.000_5.00s_65569_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65569.0},""time"":1.5084270583183649e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x5.500_5.00s_65572_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65572.0},""time"":1.508427058323074e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x6.000_5.00s_65575_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65575.0},""time"":1.5084270583277051e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x6.500_5.00s_65578_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65578.0},""time"":1.5084270583328469e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x7.000_5.00s_65581_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65581.0},""time"":1.5084270583388755e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x7.500_5.00s_65584_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65584.0},""time"":1.5084270583437264e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x8.000_5.00s_65587_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65587.0},""time"":1.5084270583483963e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x8.500_5.00s_65590_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65590.0},""time"":1.50842705835297e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x9.000_5.00s_65593_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65593.0},""time"":1.5084270583574464e+09}",
GD2-70-3_C67S3M3hp30-ThickGrad_th0.150_x9.500_5.00s_65596_saxs,GD2-70-3_C67S3M3hp30-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65596.0},""time"":1.5084270583619475e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-0.500_5.00s_65916_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65916.0},""time"":1.5084270583666208e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-1.000_5.00s_65913_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65913.0},""time"":1.5084270583712072e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-1.500_5.00s_65907_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65907.0},""time"":1.5084270583757567e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-10.000_5.00s_65853_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65853.0},""time"":1.508427058380223e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-10.500_5.00s_65850_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65850.0},""time"":1.5084270583848243e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-11.000_5.00s_65847_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65847.0},""time"":1.5084270583907254e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-11.500_5.00s_65844_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65844.0},""time"":1.5084270583971968e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-12.000_5.00s_65841_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65841.0},""time"":1.5084270584033968e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-12.500_5.00s_65835_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65835.0},""time"":1.5084270584089713e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-13.000_5.00s_65832_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65832.0},""time"":1.5084270584143631e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-13.500_5.00s_65829_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65829.0},""time"":1.5084270584191248e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-14.000_5.00s_65826_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65826.0},""time"":1.5084270584243555e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-14.500_5.00s_65823_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65823.0},""time"":1.5084270584303012e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-15.000_5.00s_65820_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65820.0},""time"":1.5084270584353633e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-15.500_5.00s_65817_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65817.0},""time"":1.5084270584404333e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-16.000_5.00s_65814_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65814.0},""time"":1.508427058446245e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-16.500_5.00s_65811_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65811.0},""time"":1.5084270584512722e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-17.000_5.00s_65808_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65808.0},""time"":1.5084270584560006e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-17.500_5.00s_65805_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65805.0},""time"":1.5084270584611382e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-18.000_5.00s_65799_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65799.0},""time"":1.5084270584659617e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-18.500_5.00s_65796_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65796.0},""time"":1.508427058470711e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-19.000_5.00s_65793_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65793.0},""time"":1.5084270584757202e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-19.500_5.00s_65790_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65790.0},""time"":1.508427058480366e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-2.000_5.00s_65904_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65904.0},""time"":1.5084270584850323e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-2.500_5.00s_65901_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65901.0},""time"":1.5084270584898663e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-20.000_5.00s_65787_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65787.0},""time"":1.5084270584948888e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-20.500_5.00s_65784_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65784.0},""time"":1.5084270584997842e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-21.000_5.00s_65781_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65781.0},""time"":1.5084270585048375e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-21.500_5.00s_65778_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65778.0},""time"":1.508427058510151e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-22.000_5.00s_65775_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65775.0},""time"":1.5084270585151167e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-22.500_5.00s_65772_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65772.0},""time"":1.5084270585199242e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-23.000_5.00s_65769_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65769.0},""time"":1.508427058524891e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-3.000_5.00s_65898_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65898.0},""time"":1.5084270585304677e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-3.500_5.00s_65895_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65895.0},""time"":1.5084270585358799e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-4.000_5.00s_65892_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65892.0},""time"":1.5084270585407639e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-4.500_5.00s_65889_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65889.0},""time"":1.5084270585454688e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-5.000_5.00s_65886_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65886.0},""time"":1.5084270585502062e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-5.500_5.00s_65883_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65883.0},""time"":1.5084270585548897e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-6.000_5.00s_65880_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65880.0},""time"":1.5084270585595672e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-6.500_5.00s_65877_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65877.0},""time"":1.5084270585642467e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-7.000_5.00s_65871_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65871.0},""time"":1.5084270585690374e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-7.500_5.00s_65868_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65868.0},""time"":1.5084270585738902e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-8.000_5.00s_65865_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65865.0},""time"":1.508427058579234e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-8.500_5.00s_65862_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65862.0},""time"":1.5084270585846155e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-9.000_5.00s_65859_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65859.0},""time"":1.5084270585895977e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x-9.500_5.00s_65856_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65856.0},""time"":1.508427058594383e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x0.000_5.00s_65919_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65919.0},""time"":1.508427058599099e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x0.500_5.00s_65922_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65922.0},""time"":1.5084270586036863e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x1.000_5.00s_65925_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65925.0},""time"":1.508427058608129e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x1.500_5.00s_65928_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65928.0},""time"":1.508427058612749e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x10.000_5.00s_65985_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65985.0},""time"":1.5084270586174405e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x10.500_5.00s_65988_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65988.0},""time"":1.5084270586218653e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x11.000_5.00s_65991_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65991.0},""time"":1.5084270586263695e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x11.500_5.00s_65994_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65994.0},""time"":1.5084270586310284e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x12.000_5.00s_65997_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65997.0},""time"":1.508427058635695e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x12.500_5.00s_66000_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66000.0},""time"":1.5084270586401875e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x13.000_5.00s_66003_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66003.0},""time"":1.5084270586447763e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x13.500_5.00s_66006_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66006.0},""time"":1.5084270586493502e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x14.000_5.00s_66009_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66009.0},""time"":1.5084270586538868e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x14.500_5.00s_66012_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66012.0},""time"":1.5084270586582637e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x15.000_5.00s_66015_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66015.0},""time"":1.5084270586628158e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x15.500_5.00s_66021_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66021.0},""time"":1.5084270586673748e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x16.000_5.00s_66024_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66024.0},""time"":1.5084270586719828e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x16.500_5.00s_66027_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66027.0},""time"":1.5084270586765857e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x17.000_5.00s_66030_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66030.0},""time"":1.508427058680983e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x17.500_5.00s_66033_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66033.0},""time"":1.5084270586855855e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x18.000_5.00s_66036_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66036.0},""time"":1.5084270586900983e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x18.500_5.00s_66039_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66039.0},""time"":1.5084270586945832e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x19.000_5.00s_66042_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66042.0},""time"":1.5084270586992176e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x19.500_5.00s_66045_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66045.0},""time"":1.508427058710345e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x2.000_5.00s_65931_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65931.0},""time"":1.5084270587179348e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x2.500_5.00s_65934_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65934.0},""time"":1.508427058724049e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x20.000_5.00s_66048_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66048.0},""time"":1.5084270587300353e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x20.500_5.00s_66051_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66051.0},""time"":1.5084270587415056e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x21.000_5.00s_66057_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66057.0},""time"":1.5084270587514322e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x21.500_5.00s_66060_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66060.0},""time"":1.5084270587615197e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x22.000_5.00s_66063_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66063.0},""time"":1.5084270587697542e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x22.500_5.00s_66066_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":66066.0},""time"":1.5084270587755241e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x3.000_5.00s_65937_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65937.0},""time"":1.5084270587813306e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x3.500_5.00s_65940_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65940.0},""time"":1.5084270587871509e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x4.000_5.00s_65943_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65943.0},""time"":1.5084270587930074e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x4.500_5.00s_65949_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65949.0},""time"":1.508427058798786e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x5.000_5.00s_65952_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65952.0},""time"":1.5084270588046467e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x5.500_5.00s_65955_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65955.0},""time"":1.5084270588104384e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x6.000_5.00s_65958_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65958.0},""time"":1.5084270588177388e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x6.500_5.00s_65961_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65961.0},""time"":1.5084270588245556e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x7.000_5.00s_65964_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65964.0},""time"":1.5084270588303788e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x7.500_5.00s_65967_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65967.0},""time"":1.5084270588361785e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x8.000_5.00s_65970_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65970.0},""time"":1.508427058842008e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x8.500_5.00s_65973_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65973.0},""time"":1.508427058847825e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x9.000_5.00s_65976_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65976.0},""time"":1.5084270588536658e+09}",
GD2-70-4_C67-ThickGrad_th0.080_x9.500_5.00s_65979_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.08,""sequence_ID"":65979.0},""time"":1.5084270588594396e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-0.500_5.00s_65917_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65917.0},""time"":1.5084270588652544e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-1.000_5.00s_65914_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65914.0},""time"":1.5084270588710306e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-1.500_5.00s_65908_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65908.0},""time"":1.5084270588768742e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-10.000_5.00s_65854_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65854.0},""time"":1.5084270588826582e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-10.500_5.00s_65851_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65851.0},""time"":1.508427058888536e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-11.000_5.00s_65848_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65848.0},""time"":1.5084270588943129e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-11.500_5.00s_65845_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65845.0},""time"":1.5084270589001982e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-12.000_5.00s_65842_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65842.0},""time"":1.5084270589059799e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-12.500_5.00s_65836_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65836.0},""time"":1.5084270589118226e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-13.000_5.00s_65833_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65833.0},""time"":1.5084270589176126e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-13.500_5.00s_65830_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65830.0},""time"":1.5084270589234443e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-14.000_5.00s_65827_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65827.0},""time"":1.5084270589292483e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-14.500_5.00s_65824_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65824.0},""time"":1.5084270589350986e+09}",
