item,sample,metadata_extract,linecut_qr
GD2-70-4_C67-ThickGrad_th0.110_x-15.000_5.00s_65821_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65821.0},""time"":1.5084270589409008e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-15.500_5.00s_65818_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65818.0},""time"":1.5084270589466798e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-16.000_5.00s_65815_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65815.0},""time"":1.5084270589533734e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-16.500_5.00s_65812_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65812.0},""time"":1.5084270589594207e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-17.000_5.00s_65809_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65809.0},""time"":1.50842705896529e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-17.500_5.00s_65806_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65806.0},""time"":1.5084270589715905e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-18.000_5.00s_65800_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65800.0},""time"":1.5084270589774194e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-18.500_5.00s_65797_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65797.0},""time"":1.508427058983308e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-19.000_5.00s_65794_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65794.0},""time"":1.5084270589891381e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-19.500_5.00s_65791_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65791.0},""time"":1.5084270589950275e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-2.000_5.00s_65905_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65905.0},""time"":1.5084270590009031e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-2.500_5.00s_65902_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65902.0},""time"":1.5084270590072024e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-20.000_5.00s_65788_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65788.0},""time"":1.5084270590139916e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-20.500_5.00s_65785_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65785.0},""time"":1.508427059020087e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-21.000_5.00s_65782_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65782.0},""time"":1.50842705902595e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-21.500_5.00s_65779_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65779.0},""time"":1.5084270590318632e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-22.000_5.00s_65776_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65776.0},""time"":1.5084270590377116e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-22.500_5.00s_65773_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65773.0},""time"":1.508427059043612e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-23.000_5.00s_65770_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65770.0},""time"":1.5084270590494814e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-3.000_5.00s_65899_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65899.0},""time"":1.5084270590557473e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-3.500_5.00s_65896_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65896.0},""time"":1.508427059061593e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-4.000_5.00s_65893_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65893.0},""time"":1.5084270590674844e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-4.500_5.00s_65890_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65890.0},""time"":1.508427059073306e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-5.000_5.00s_65887_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65887.0},""time"":1.5084270590788298e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-5.500_5.00s_65884_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65884.0},""time"":1.5084270590840013e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-6.000_5.00s_65881_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65881.0},""time"":1.5084270590885632e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-6.500_5.00s_65878_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65878.0},""time"":1.5084270590933821e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-7.000_5.00s_65872_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65872.0},""time"":1.508427059098403e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-7.500_5.00s_65869_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65869.0},""time"":1.508427059103679e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-8.000_5.00s_65866_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65866.0},""time"":1.508427059108519e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-8.500_5.00s_65863_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65863.0},""time"":1.5084270591131535e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-9.000_5.00s_65860_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65860.0},""time"":1.5084270591180122e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x-9.500_5.00s_65857_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65857.0},""time"":1.508427059122733e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x0.000_5.00s_65920_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65920.0},""time"":1.5084270591274335e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x0.500_5.00s_65923_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65923.0},""time"":1.5084270591321993e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x1.000_5.00s_65926_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65926.0},""time"":1.508427059137142e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x1.500_5.00s_65929_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65929.0},""time"":1.5084270591417468e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x10.000_5.00s_65986_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65986.0},""time"":1.5084270591465662e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x10.500_5.00s_65989_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65989.0},""time"":1.5084270591516316e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x11.000_5.00s_65992_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65992.0},""time"":1.5084270591561918e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x11.500_5.00s_65995_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65995.0},""time"":1.5084270591608114e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x12.000_5.00s_65998_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65998.0},""time"":1.508427059165487e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x12.500_5.00s_66001_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66001.0},""time"":1.5084270591701572e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x13.000_5.00s_66004_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66004.0},""time"":1.5084270591746635e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x13.500_5.00s_66007_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66007.0},""time"":1.5084270591794803e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x14.000_5.00s_66010_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66010.0},""time"":1.5084270591841142e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x14.500_5.00s_66013_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66013.0},""time"":1.508427059188757e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x15.000_5.00s_66016_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66016.0},""time"":1.508427059193434e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x15.500_5.00s_66022_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66022.0},""time"":1.5084270591979616e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x16.000_5.00s_66025_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66025.0},""time"":1.5084270592025366e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x16.500_5.00s_66028_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66028.0},""time"":1.5084270592072432e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x17.000_5.00s_66031_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66031.0},""time"":1.5084270592120636e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x17.500_5.00s_66034_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66034.0},""time"":1.508427059217007e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x18.000_5.00s_66037_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66037.0},""time"":1.5084270592214437e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x18.500_5.00s_66040_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66040.0},""time"":1.5084270592263167e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x19.000_5.00s_66043_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66043.0},""time"":1.5084270592309418e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x19.500_5.00s_66046_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66046.0},""time"":1.508427059235583e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x2.000_5.00s_65932_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65932.0},""time"":1.5084270592401989e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x2.500_5.00s_65935_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65935.0},""time"":1.5084270592447202e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x20.000_5.00s_66049_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66049.0},""time"":1.508427059249293e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x20.500_5.00s_66052_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66052.0},""time"":1.5084270592539737e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x21.000_5.00s_66058_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66058.0},""time"":1.5084270592584107e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x21.500_5.00s_66061_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66061.0},""time"":1.5084270592630057e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x22.000_5.00s_66064_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66064.0},""time"":1.5084270592675405e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x22.500_5.00s_66067_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":66067.0},""time"":1.5084270592722256e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x3.000_5.00s_65938_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65938.0},""time"":1.5084270592771957e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x3.500_5.00s_65941_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65941.0},""time"":1.5084270592818844e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x4.000_5.00s_65944_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65944.0},""time"":1.5084270592866585e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x4.500_5.00s_65950_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65950.0},""time"":1.5084270592912261e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x5.000_5.00s_65953_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65953.0},""time"":1.5084270592958145e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x5.500_5.00s_65956_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65956.0},""time"":1.5084270593007722e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x6.000_5.00s_65959_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65959.0},""time"":1.5084270593053744e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x6.500_5.00s_65962_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65962.0},""time"":1.508427059309884e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x7.000_5.00s_65965_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65965.0},""time"":1.5084270593143775e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x7.500_5.00s_65968_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65968.0},""time"":1.5084270593189049e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x8.000_5.00s_65971_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65971.0},""time"":1.5084270593236804e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x8.500_5.00s_65974_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65974.0},""time"":1.5084270593280268e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x9.000_5.00s_65977_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65977.0},""time"":1.5084270593327584e+09}",
GD2-70-4_C67-ThickGrad_th0.110_x9.500_5.00s_65980_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.11,""sequence_ID"":65980.0},""time"":1.508427059337343e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1041.1s_T-138.171C_1.00s_66069_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1041.1,""theta"":0.132,""sequence_ID"":66069.0},""time"":1.5084270593421128e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1164.2s_T-273.150C_1.00s_66070_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1164.2,""theta"":0.132,""sequence_ID"":66070.0},""time"":1.5084270593471217e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1267.2s_T-273.150C_1.00s_66071_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1267.2,""theta"":0.132,""sequence_ID"":66071.0},""time"":1.5084270593519475e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1335.2s_T-138.044C_1.00s_66072_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1335.2,""theta"":0.132,""sequence_ID"":66072.0},""time"":1.5084270593566635e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1372.1s_T-138.104C_1.00s_66073_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1372.1,""theta"":0.132,""sequence_ID"":66073.0},""time"":1.508427059361203e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1403.2s_T-138.056C_1.00s_66074_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1403.2,""theta"":0.132,""sequence_ID"":66074.0},""time"":1.5084270593659468e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1424.2s_T-138.145C_1.00s_66075_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1424.2,""theta"":0.132,""sequence_ID"":66075.0},""time"":1.5084270593706017e+09}",
GD2-70-4_C67-ThickGrad_th0.132_1453.2s_T-273.150C_1.00s_66076_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""annealing_time"":1453.2,""theta"":0.132,""sequence_ID"":66076.0},""time"":1.5084270593751347e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-0.500_5.00s_65918_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65918.0},""time"":1.5084270593799329e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-1.000_5.00s_65915_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65915.0},""time"":1.5084270593845084e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-1.500_5.00s_65909_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65909.0},""time"":1.508427059388883e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-10.000_5.00s_65855_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65855.0},""time"":1.5084270593934588e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-10.500_5.00s_65852_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65852.0},""time"":1.5084270593982449e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-11.000_5.00s_65849_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65849.0},""time"":1.5084270594026713e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-11.500_5.00s_65846_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65846.0},""time"":1.508427059407681e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-12.000_5.00s_65843_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65843.0},""time"":1.508427059412467e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-12.500_5.00s_65837_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65837.0},""time"":1.5084270594172149e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-13.000_5.00s_65834_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65834.0},""time"":1.5084270594218626e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-13.500_5.00s_65831_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65831.0},""time"":1.5084270594264956e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-14.000_5.00s_65828_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65828.0},""time"":1.5084270594311566e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-14.500_5.00s_65825_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65825.0},""time"":1.5084270594357188e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-15.000_5.00s_65822_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65822.0},""time"":1.5084270594403853e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-15.500_5.00s_65819_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65819.0},""time"":1.5084270594450777e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-16.000_5.00s_65816_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65816.0},""time"":1.5084270594495516e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-16.500_5.00s_65813_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65813.0},""time"":1.5084270594541109e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-17.000_5.00s_65810_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65810.0},""time"":1.5084270594587605e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-17.500_5.00s_65807_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65807.0},""time"":1.5084270594632308e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-18.000_5.00s_65801_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65801.0},""time"":1.5084270594678175e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-18.500_5.00s_65798_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65798.0},""time"":1.5084270594723165e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-19.000_5.00s_65795_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65795.0},""time"":1.5084270594768736e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-19.500_5.00s_65792_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65792.0},""time"":1.508427059481389e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-2.000_5.00s_65906_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65906.0},""time"":1.50842705948585e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-2.500_5.00s_65903_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65903.0},""time"":1.508427059490441e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-20.000_5.00s_65789_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65789.0},""time"":1.5084270594948905e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-20.500_5.00s_65786_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65786.0},""time"":1.5084270594994545e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-21.000_5.00s_65783_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65783.0},""time"":1.5084270595039454e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-21.500_5.00s_65780_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65780.0},""time"":1.5084270595083108e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-22.000_5.00s_65777_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65777.0},""time"":1.5084270595128143e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-22.500_5.00s_65774_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65774.0},""time"":1.5084270595173955e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-23.000_5.00s_65771_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65771.0},""time"":1.5084270595223758e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-3.000_5.00s_65900_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65900.0},""time"":1.5084270595271468e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-3.500_5.00s_65897_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65897.0},""time"":1.5084270595317416e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-4.000_5.00s_65894_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65894.0},""time"":1.5084270595363872e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-4.500_5.00s_65891_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65891.0},""time"":1.5084270595409026e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-5.000_5.00s_65888_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65888.0},""time"":1.5084270595453415e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-5.500_5.00s_65885_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65885.0},""time"":1.5084270595501637e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-6.000_5.00s_65882_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65882.0},""time"":1.5084270595546703e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-6.500_5.00s_65879_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65879.0},""time"":1.508427059559176e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-7.000_5.00s_65873_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65873.0},""time"":1.5084270595637097e+09}",
GD2-70-4_C67-ThickGrad_th0.150_x-7.500_5.00s_65870_saxs,GD2-70-4_C67-ThickGrad,"{""data"":{""theta"":0.15,""sequence_ID"":65870.0},""time"":1.508427059568123e+09}",
